trade_id,entry_time,exit_time,pnl,mae,mfe
2825,2024-08-23 19:30:00,2024-08-24 15:30:00,6.0417,1.7287,6.7431
2826,2024-08-23 21:30:00,2024-08-24 06:30:00,-2.5966,10.2473,0.4032
2827,2024-08-23 23:30:00,2024-08-24 21:30:00,3.4516,1.4827,8.8445
2828,2024-08-24 01:30:00,2024-08-24 16:30:00,-2.8058,6.7562,1.1583
2829,2024-08-24 03:30:00,2024-08-24 06:30:00,-8.7294,14.2031,6.1173
2830,2024-08-24 05:30:00,2024-08-25 03:30:00,1.1165,5.0966,8.467
2831,2024-08-24 07:30:00,2024-08-25 02:30:00,-1.8544,5.085,0.2162
2832,2024-08-24 09:30:00,2024-08-24 16:30:00,-1.7004,5.5107,6.763
2833,2024-08-24 11:30:00,2024-08-25 00:30:00,10.3767,1.198,15.5102
2834,2024-08-24 13:30:00,2024-08-24 22:30:00,-7.1293,7.19,0.9741
2835,2024-08-24 15:30:00,2024-08-25 04:30:00,2.4144,0.228,3.0129
2836,2024-08-24 17:30:00,2024-08-25 16:30:00,-4.474,5.4883,0.2338
2837,2024-08-24 19:30:00,2024-08-25 16:30:00,5.0413,1.0937,5.7969
2838,2024-08-24 21:30:00,2024-08-25 02:30:00,1.9922,0.5277,7.8837
2839,2024-08-24 23:30:00,2024-08-25 22:30:00,2.3967,0.9666,4.8765
2840,2024-08-25 01:30:00,2024-08-25 12:30:00,-4.2244,9.7968,5.8508
2841,2024-08-25 03:30:00,2024-08-25 20:30:00,-3.3279,4.9712,3.4827
2842,2024-08-25 05:30:00,2024-08-25 23:30:00,5.1363,3.2472,6.2086
2843,2024-08-25 07:30:00,2024-08-25 19:30:00,9.354,5.6204,10.1829
2844,2024-08-25 09:30:00,2024-08-25 20:30:00,2.9015,1.4239,6.5864
2845,2024-08-25 11:30:00,2024-08-25 22:30:00,-3.9871,4.8224,4.4613
2846,2024-08-25 13:30:00,2024-08-26 09:30:00,2.1947,1.6663,7.1851
2847,2024-08-25 15:30:00,2024-08-26 00:30:00,12.6374,2.6278,13.8527
2848,2024-08-25 17:30:00,2024-08-26 00:30:00,1.0121,0.4278,3.5377
2849,2024-08-25 19:30:00,2024-08-26 04:30:00,7.8092,3.5178,11.5613
2850,2024-08-25 21:30:00,2024-08-26 02:30:00,-3.2016,4.0884,0.8481
2851,2024-08-25 23:30:00,2024-08-26 09:30:00,0.2896,1.0945,1.6944
2852,2024-08-26 01:30:00,2024-08-26 04:30:00,3.5978,4.6441,4.0166
2853,2024-08-26 03:30:00,2024-08-26 06:30:00,2.4866,5.5167,3.7635
2854,2024-08-26 05:30:00,2024-08-26 22:30:00,-3.3319,4.8037,3.9866
2855,2024-08-26 07:30:00,2024-08-26 09:30:00,-3.5476,7.5579,5.7769
2856,2024-08-26 09:30:00,2024-08-26 23:30:00,5.4414,3.4297,7.5096
2857,2024-08-26 11:30:00,2024-08-27 05:30:00,6.4578,3.6494,6.6657
2858,2024-08-26 13:30:00,2024-08-27 06:30:00,8.0607,1.9767,8.9871
2859,2024-08-26 15:30:00,2024-08-27 02:30:00,9.5197,3.1647,13.9038
2860,2024-08-26 17:30:00,2024-08-26 22:30:00,1.1731,0.8839,1.5888
2861,2024-08-26 19:30:00,2024-08-27 17:30:00,-1.056,2.5695,0.7108
2862,2024-08-26 21:30:00,2024-08-27 17:30:00,7.255,1.6967,9.4909
2863,2024-08-26 23:30:00,2024-08-27 14:30:00,4.0653,0.0393,7.5156
2864,2024-08-27 01:30:00,2024-08-27 03:30:00,-4.4123,10.6887,1.5158
2865,2024-08-27 03:30:00,2024-08-27 04:30:00,-4.6682,7.7936,0.0379
2866,2024-08-27 05:30:00,2024-08-27 13:30:00,2.9597,0.1494,4.1811
2867,2024-08-27 07:30:00,2024-08-27 11:30:00,-0.3864,1.5718,5.381
2868,2024-08-27 09:30:00,2024-08-28 05:30:00,0.3679,2.399,1.3825
2869,2024-08-27 11:30:00,2024-08-27 16:30:00,5.8627,1.796,6.3876
2870,2024-08-27 13:30:00,2024-08-27 20:30:00,4.2952,2.8152,10.0519
2871,2024-08-27 15:30:00,2024-08-28 14:30:00,7.1494,2.206,9.3767
2872,2024-08-27 17:30:00,2024-08-28 12:30:00,-9.1577,11.3297,4.0093
2873,2024-08-27 19:30:00,2024-08-28 01:30:00,1.767,4.4527,4.9722
2874,2024-08-27 21:30:00,2024-08-28 06:30:00,3.9734,0.8792,5.8674
2875,2024-08-27 23:30:00,2024-08-28 11:30:00,-7.1329,10.8144,0.9551
2876,2024-08-28 01:30:00,2024-08-28 17:30:00,-2.7745,3.6874,4.4947
2877,2024-08-28 03:30:00,2024-08-29 01:30:00,-3.7024,9.4121,5.487
2878,2024-08-28 05:30:00,2024-08-29 02:30:00,0.6085,1.8593,5.8611
2879,2024-08-28 07:30:00,2024-08-29 06:30:00,8.6393,6.0716,10.1957
2880,2024-08-28 09:30:00,2024-08-28 10:30:00,10.6129,5.4557,16.5277
2881,2024-08-28 11:30:00,2024-08-28 17:30:00,-3.5714,8.7253,0.9262
2882,2024-08-28 13:30:00,2024-08-29 02:30:00,3.1328,1.6105,3.3979
2883,2024-08-28 15:30:00,2024-08-28 17:30:00,3.294,2.0514,4.786
2884,2024-08-28 17:30:00,2024-08-29 02:30:00,2.4381,5.6683,6.9315
2885,2024-08-28 19:30:00,2024-08-28 23:30:00,2.4949,2.817,6.1163
2886,2024-08-28 21:30:00,2024-08-29 19:30:00,2.0187,3.6631,3.2526
2887,2024-08-28 23:30:00,2024-08-29 01:30:00,8.9379,2.1637,13.4508
2888,2024-08-29 01:30:00,2024-08-29 05:30:00,6.0123,7.7564,8.4319
2889,2024-08-29 03:30:00,2024-08-29 08:30:00,-4.8008,5.1749,0.2811
2890,2024-08-29 05:30:00,2024-08-29 09:30:00,4.4786,3.9833,4.6027
2891,2024-08-29 07:30:00,2024-08-29 21:30:00,4.9619,0.9466,8.1926
2892,2024-08-29 09:30:00,2024-08-29 18:30:00,2.0748,5.3425,3.8273
2893,2024-08-29 11:30:00,2024-08-30 08:30:00,6.1571,1.2554,8.2836
2894,2024-08-29 13:30:00,2024-08-29 19:30:00,1.4404,9.6755,5.9819
2895,2024-08-29 15:30:00,2024-08-30 04:30:00,1.5023,0.8599,2.0615
2896,2024-08-29 17:30:00,2024-08-30 09:30:00,1.1062,2.2834,7.8826
2897,2024-08-29 19:30:00,2024-08-30 10:30:00,-9.5912,11.6671,2.209
2898,2024-08-29 21:30:00,2024-08-30 16:30:00,0.098,0.6934,1.5559
2899,2024-08-29 23:30:00,2024-08-30 04:30:00,-2.8413,7.4348,0.0999
2900,2024-08-30 01:30:00,2024-08-30 13:30:00,-5.4322,6.1009,0.9263
2901,2024-08-30 03:30:00,2024-08-30 22:30:00,7.6701,2.8122,8.2097
2902,2024-08-30 05:30:00,2024-08-31 01:30:00,3.021,1.4412,10.3327
2903,2024-08-30 07:30:00,2024-08-30 22:30:00,0.3508,9.7971,2.781
2904,2024-08-30 09:30:00,2024-08-31 00:30:00,-2.324,5.8349,0.3751
2905,2024-08-30 11:30:00,2024-08-31 07:30:00,1.9808,1.5635,5.4667
2906,2024-08-30 13:30:00,2024-08-31 04:30:00,5.4572,1.1211,8.6213
2907,2024-08-30 15:30:00,2024-08-31 13:30:00,-3.6348,3.974,0.3906
2908,2024-08-30 17:30:00,2024-08-30 20:30:00,0.4759,0.2827,0.5748
2909,2024-08-30 19:30:00,2024-08-31 04:30:00,4.8403,0.3652,6.1682
2910,2024-08-30 21:30:00,2024-08-31 00:30:00,-9.18,16.215,4.8166
2911,2024-08-30 23:30:00,2024-08-31 02:30:00,0.2122,0.3422,1.9371
2912,2024-08-31 01:30:00,2024-08-31 12:30:00,-1.6465,6.0347,5.0832
2913,2024-08-31 03:30:00,2024-08-31 09:30:00,-0.1691,1.6671,6.8685
2914,2024-08-31 05:30:00,2024-08-31 15:30:00,-2.0081,6.7913,3.6833
2915,2024-08-31 07:30:00,2024-08-31 18:30:00,1.1881,1.243,1.5923
2916,2024-08-31 09:30:00,2024-09-01 00:30:00,10.1181,1.5978,10.6808
2917,2024-08-31 11:30:00,2024-09-01 09:30:00,-1.1196,6.6291,2.4372
2918,2024-08-31 13:30:00,2024-09-01 09:30:00,1.9586,0.3315,3.6179
2919,2024-08-31 15:30:00,2024-09-01 00:30:00,10.4737,3.8973,17.5205
2920,2024-08-31 17:30:00,2024-09-01 01:30:00,-2.2501,2.2537,2.1306
2921,2024-08-31 19:30:00,2024-09-01 13:30:00,9.5734,3.7276,11.2039
2922,2024-08-31 21:30:00,2024-09-01 00:30:00,0.5266,0.8266,7.3048
2923,2024-08-31 23:30:00,2024-09-01 12:30:00,9.4095,1.2754,11.3613
2924,2024-09-01 01:30:00,2024-09-01 11:30:00,4.251,4.4604,7.4519
2925,2024-09-01 03:30:00,2024-09-01 08:30:00,2.0355,4.2441,2.2879
2926,2024-09-01 05:30:00,2024-09-01 20:30:00,0.1718,1.5037,2.2834
2927,2024-09-01 07:30:00,2024-09-01 15:30:00,-2.6202,3.2053,0.1689
2928,2024-09-01 09:30:00,2024-09-01 14:30:00,0.879,6.7974,9.4399
2929,2024-09-01 11:30:00,2024-09-02 03:30:00,4.9868,3.768,8.8859
2930,2024-09-01 13:30:00,2024-09-01 18:30:00,0.4344,0.8266,3.258
2931,2024-09-01 15:30:00,2024-09-02 07:30:00,-1.0831,1.1239,0.9291
2932,2024-09-01 17:30:00,2024-09-01 21:30:00,-0.7539,5.8286,4.7338
2933,2024-09-01 19:30:00,2024-09-02 05:30:00,5.4624,2.3462,7.5355
2934,2024-09-01 21:30:00,2024-09-02 16:30:00,6.6258,1.5093,9.327
2935,2024-09-01 23:30:00,2024-09-02 05:30:00,-2.8358,5.1807,0.3233
2936,2024-09-02 01:30:00,2024-09-02 19:30:00,-2.8429,5.8563,7.8635
2937,2024-09-02 03:30:00,2024-09-02 20:30:00,2.3968,1.8299,10.0905
2938,2024-09-02 05:30:00,2024-09-03 02:30:00,8.1377,5.6111,8.7839
2939,2024-09-02 07:30:00,2024-09-02 11:30:00,6.23,5.778,6.2525
2940,2024-09-02 09:30:00,2024-09-03 02:30:00,-5.7593,9.3549,2.9211
2941,2024-09-02 11:30:00,2024-09-03 09:30:00,-0.8204,6.9445,2.2341
2942,2024-09-02 13:30:00,2024-09-03 07:30:00,-4.153,6.1785,2.486
2943,2024-09-02 15:30:00,2024-09-02 20:30:00,-0.8376,4.9086,4.3687
2944,2024-09-02 17:30:00,2024-09-03 12:30:00,8.522,5.0134,13.2542
2945,2024-09-02 19:30:00,2024-09-02 22:30:00,-6.613,11.6701,1.4077
2946,2024-09-02 21:30:00,2024-09-03 11:30:00,-7.5943,12.3423,3.6681
2947,2024-09-02 23:30:00,2024-09-03 11:30:00,-3.6428,7.5363,0.1019
2948,2024-09-03 01:30:00,2024-09-03 14:30:00,1.9366,7.8714,5.5477
2949,2024-09-03 03:30:00,2024-09-03 15:30:00,3.6038,0.3809,4.0821
2950,2024-09-03 05:30:00,2024-09-03 06:30:00,2.6872,1.5343,6.0656
2951,2024-09-03 07:30:00,2024-09-03 19:30:00,6.3784,1.3565,9.5139
2952,2024-09-03 09:30:00,2024-09-04 07:30:00,-8.3154,9.2112,2.2064
2953,2024-09-03 11:30:00,2024-09-03 22:30:00,6.4417,3.9663,10.8253
2954,2024-09-03 13:30:00,2024-09-03 20:30:00,-1.0605,7.1851,2.7112
2955,2024-09-03 15:30:00,2024-09-04 14:30:00,4.1575,1.0781,5.3522
2956,2024-09-03 17:30:00,2024-09-03 20:30:00,-6.1171,8.6266,1.1898
2957,2024-09-03 19:30:00,2024-09-04 07:30:00,0.5248,2.2656,2.8546
2958,2024-09-03 21:30:00,2024-09-04 09:30:00,1.6814,3.8621,2.4608
2959,2024-09-03 23:30:00,2024-09-04 10:30:00,6.2788,0.3562,7.1549
2960,2024-09-04 01:30:00,2024-09-04 23:30:00,-7.4263,8.8342,5.9291
2961,2024-09-04 03:30:00,2024-09-04 13:30:00,0.6538,2.583,3.0814
2962,2024-09-04 05:30:00,2024-09-05 04:30:00,-4.9262,5.0284,5.0883
2963,2024-09-04 07:30:00,2024-09-04 09:30:00,3.0275,0.2775,5.9325
2964,2024-09-04 09:30:00,2024-09-05 02:30:00,4.3861,2.5154,4.7791
2965,2024-09-04 11:30:00,2024-09-05 01:30:00,6.9359,4.4,9.337
2966,2024-09-04 13:30:00,2024-09-04 19:30:00,-2.1751,2.6303,4.1883
2967,2024-09-04 15:30:00,2024-09-04 21:30:00,5.1361,0.9736,10.7163
2968,2024-09-04 17:30:00,2024-09-05 10:30:00,7.3045,2.0705,8.9076
2969,2024-09-04 19:30:00,2024-09-05 10:30:00,-7.7162,11.334,2.9425
2970,2024-09-04 21:30:00,2024-09-05 12:30:00,3.5617,6.3883,6.7151
2971,2024-09-04 23:30:00,2024-09-05 01:30:00,5.2926,1.214,6.3133
2972,2024-09-05 01:30:00,2024-09-05 15:30:00,-0.7936,1.8397,5.0137
2973,2024-09-05 03:30:00,2024-09-06 02:30:00,-5.5539,11.0812,7.3853
2974,2024-09-05 05:30:00,2024-09-05 06:30:00,5.2148,7.9193,9.0056
2975,2024-09-05 07:30:00,2024-09-05 18:30:00,-5.4975,6.4768,0.093
2976,2024-09-05 09:30:00,2024-09-05 21:30:00,-0.3918,0.6082,1.3289
2977,2024-09-05 11:30:00,2024-09-06 08:30:00,0.2994,3.1433,5.3837
2978,2024-09-05 13:30:00,2024-09-05 20:30:00,4.0777,0.2668,5.4186
2979,2024-09-05 15:30:00,2024-09-06 02:30:00,-2.6332,2.9109,1.0547
2980,2024-09-05 17:30:00,2024-09-06 10:30:00,-2.9229,5.6563,0.2978
2981,2024-09-05 19:30:00,2024-09-05 21:30:00,0.9946,6.6483,3.3368
2982,2024-09-05 21:30:00,2024-09-06 16:30:00,5.532,1.9284,9.3943
2983,2024-09-05 23:30:00,2024-09-06 18:30:00,11.9373,6.495,17.5153
2984,2024-09-06 01:30:00,2024-09-06 18:30:00,-7.0374,7.3131,5.1349
2985,2024-09-06 03:30:00,2024-09-06 18:30:00,2.0767,3.0374,4.079
2986,2024-09-06 05:30:00,2024-09-06 23:30:00,-4.9327,11.7052,5.0616
2987,2024-09-06 07:30:00,2024-09-07 01:30:00,5.5941,2.976,5.6071
2988,2024-09-06 09:30:00,2024-09-07 06:30:00,-4.1927,5.3002,3.4626
2989,2024-09-06 11:30:00,2024-09-06 21:30:00,-2.8732,7.0278,0.0134
2990,2024-09-06 13:30:00,2024-09-07 00:30:00,-2.4464,3.9269,0.4188
2991,2024-09-06 15:30:00,2024-09-07 06:30:00,0.119,3.5641,0.223
2992,2024-09-06 17:30:00,2024-09-06 22:30:00,2.116,1.386,2.9941
2993,2024-09-06 19:30:00,2024-09-07 15:30:00,2.9185,4.5835,3.5352
2994,2024-09-06 21:30:00,2024-09-07 15:30:00,0.4712,2.1827,4.3312
2995,2024-09-06 23:30:00,2024-09-07 14:30:00,-6.1495,7.19,7.1458
2996,2024-09-07 01:30:00,2024-09-07 08:30:00,4.1389,2.2268,7.315
2997,2024-09-07 03:30:00,2024-09-07 11:30:00,0.2352,1.8307,2.0984
2998,2024-09-07 05:30:00,2024-09-07 16:30:00,6.3087,2.5886,6.683
2999,2024-09-07 07:30:00,2024-09-07 23:30:00,-3.0387,3.1142,4.2972
3000,2024-09-07 09:30:00,2024-09-08 03:30:00,-7.5114,8.8339,1.3852
3001,2024-09-07 11:30:00,2024-09-08 03:30:00,0.3299,6.439,0.5022
3002,2024-09-07 13:30:00,2024-09-08 11:30:00,6.9798,0.972,11.13
3003,2024-09-07 15:30:00,2024-09-08 14:30:00,1.3047,1.8596,6.1739
3004,2024-09-07 17:30:00,2024-09-08 10:30:00,-0.4983,3.2434,1.9437
3005,2024-09-07 19:30:00,2024-09-08 04:30:00,-3.8517,10.9122,0.4487
3006,2024-09-07 21:30:00,2024-09-08 11:30:00,9.2888,1.6518,12.0997
3007,2024-09-07 23:30:00,2024-09-08 09:30:00,-4.648,6.5319,1.3002
3008,2024-09-08 01:30:00,2024-09-08 16:30:00,-3.127,8.9992,1.277
3009,2024-09-08 03:30:00,2024-09-08 22:30:00,3.3502,4.6347,3.813
3010,2024-09-08 05:30:00,2024-09-08 14:30:00,-8.7801,12.0563,4.7749
3011,2024-09-08 07:30:00,2024-09-08 19:30:00,6.873,0.253,9.6226
3012,2024-09-08 09:30:00,2024-09-08 11:30:00,3.621,3.3679,8.7281
3013,2024-09-08 11:30:00,2024-09-09 04:30:00,4.9962,2.0824,11.0051
3014,2024-09-08 13:30:00,2024-09-09 01:30:00,3.2906,0.129,6.6675
3015,2024-09-08 15:30:00,2024-09-09 02:30:00,-0.3056,6.6,0.4806
3016,2024-09-08 17:30:00,2024-09-09 06:30:00,-4.8157,10.7217,5.121
3017,2024-09-08 19:30:00,2024-09-09 00:30:00,-0.2004,3.5128,3.397
3018,2024-09-08 21:30:00,2024-09-09 11:30:00,-4.3762,8.1642,9.8101
3019,2024-09-08 23:30:00,2024-09-09 17:30:00,2.9308,1.6247,5.8611
3020,2024-09-09 01:30:00,2024-09-09 10:30:00,4.5339,0.0384,8.627
3021,2024-09-09 03:30:00,2024-09-09 07:30:00,7.884,1.4849,10.7553
3022,2024-09-09 05:30:00,2024-09-09 14:30:00,2.3588,1.7512,4.0615
3023,2024-09-09 07:30:00,2024-09-09 12:30:00,5.1229,1.2611,6.3465
3024,2024-09-09 09:30:00,2024-09-09 18:30:00,-0.9857,8.2876,2.8827
3025,2024-09-09 11:30:00,2024-09-10 02:30:00,-1.8914,5.0939,3.5635
3026,2024-09-09 13:30:00,2024-09-09 16:30:00,2.8684,2.6565,8.3315
3027,2024-09-09 15:30:00,2024-09-10 09:30:00,-1.4324,2.485,2.9266
3028,2024-09-09 17:30:00,2024-09-09 23:30:00,1.8459,2.917,2.4573
3029,2024-09-09 19:30:00,2024-09-10 16:30:00,-4.806,6.4906,1.0194
3030,2024-09-09 21:30:00,2024-09-10 14:30:00,-3.9081,6.9463,1.9688
3031,2024-09-09 23:30:00,2024-09-10 06:30:00,3.677,2.2251,10.6607
3032,2024-09-10 01:30:00,2024-09-10 14:30:00,4.9335,3.1517,5.3099
3033,2024-09-10 03:30:00,2024-09-10 06:30:00,-4.4283,5.3242,4.9023
3034,2024-09-10 05:30:00,2024-09-10 08:30:00,3.8531,2.4438,6.6827
3035,2024-09-10 07:30:00,2024-09-11 05:30:00,-2.1637,8.5707,2.9112
3036,2024-09-10 09:30:00,2024-09-11 04:30:00,0.5825,7.8731,2.2302
3037,2024-09-10 11:30:00,2024-09-10 15:30:00,7.5847,4.3112,7.9481
3038,2024-09-10 13:30:00,2024-09-10 20:30:00,4.5374,1.4755,5.443
3039,2024-09-10 15:30:00,2024-09-10 20:30:00,4.4794,4.2143,11.6648
3040,2024-09-10 17:30:00,2024-09-11 03:30:00,10.044,6.0554,12.3858
3041,2024-09-10 19:30:00,2024-09-11 02:30:00,-3.0194,7.0411,5.3758
3042,2024-09-10 21:30:00,2024-09-11 05:30:00,-4.4294,10.8756,6.1547
3043,2024-09-10 23:30:00,2024-09-11 12:30:00,-3.1106,3.4769,0.7675
3044,2024-09-11 01:30:00,2024-09-11 06:30:00,-0.7725,1.1676,3.2705
3045,2024-09-11 03:30:00,2024-09-12 00:30:00,-11.2728,12.208,2.135
3046,2024-09-11 05:30:00,2024-09-11 22:30:00,-0.5371,3.4974,1.4716
3047,2024-09-11 07:30:00,2024-09-12 01:30:00,-2.2229,3.5566,1.4436
3048,2024-09-11 09:30:00,2024-09-11 13:30:00,4.4188,1.1456,8.1813
3049,2024-09-11 11:30:00,2024-09-12 04:30:00,2.2621,3.5758,2.765
3050,2024-09-11 13:30:00,2024-09-12 09:30:00,-2.5035,5.1592,1.0255
3051,2024-09-11 15:30:00,2024-09-11 20:30:00,3.4498,3.1424,4.9297
3052,2024-09-11 17:30:00,2024-09-12 11:30:00,4.1163,1.0281,12.4509
3053,2024-09-11 19:30:00,2024-09-12 04:30:00,-3.3427,7.4239,3.5021
3054,2024-09-11 21:30:00,2024-09-12 16:30:00,-1.9651,7.1344,3.5049
3055,2024-09-11 23:30:00,2024-09-12 11:30:00,-10.6268,15.6161,1.24
3056,2024-09-12 01:30:00,2024-09-12 20:30:00,-4.9533,8.2361,0.078
3057,2024-09-12 03:30:00,2024-09-12 07:30:00,-3.2123,8.029,1.1664
3058,2024-09-12 05:30:00,2024-09-12 14:30:00,0.8708,4.6132,4.873
3059,2024-09-12 07:30:00,2024-09-12 14:30:00,-4.2269,14.2564,4.1736
3060,2024-09-12 09:30:00,2024-09-12 15:30:00,-2.0673,7.7215,2.5581
3061,2024-09-12 11:30:00,2024-09-12 19:30:00,-5.6267,7.3604,5.2782
3062,2024-09-12 13:30:00,2024-09-12 22:30:00,1.3556,0.735,7.1621
3063,2024-09-12 15:30:00,2024-09-12 18:30:00,2.6286,1.2166,7.0777
3064,2024-09-12 17:30:00,2024-09-13 10:30:00,2.5118,1.0046,2.8732
3065,2024-09-12 19:30:00,2024-09-13 08:30:00,0.5618,3.5343,4.0451
3066,2024-09-12 21:30:00,2024-09-13 17:30:00,-7.2054,7.3061,3.4976
3067,2024-09-12 23:30:00,2024-09-13 16:30:00,-2.5998,8.1763,0.4469
3068,2024-09-13 01:30:00,2024-09-13 05:30:00,-1.5365,3.7052,2.7083
3069,2024-09-13 03:30:00,2024-09-13 05:30:00,-1.5165,4.4141,4.0683
3070,2024-09-13 05:30:00,2024-09-13 15:30:00,0.8749,1.5947,3.0845
3071,2024-09-13 07:30:00,2024-09-13 19:30:00,7.6277,0.5277,10.5218
3072,2024-09-13 09:30:00,2024-09-13 15:30:00,4.5605,1.7747,6.1058
3073,2024-09-13 11:30:00,2024-09-14 05:30:00,-4.4376,4.5264,5.1381
3074,2024-09-13 13:30:00,2024-09-14 03:30:00,3.892,0.2845,6.3487
3075,2024-09-13 15:30:00,2024-09-14 09:30:00,3.7015,2.0304,9.7499
3076,2024-09-13 17:30:00,2024-09-13 20:30:00,-3.5303,3.6689,3.1116
3077,2024-09-13 19:30:00,2024-09-14 14:30:00,4.7443,0.3826,5.9433
3078,2024-09-13 21:30:00,2024-09-14 02:30:00,-0.3019,2.2873,3.3748
3079,2024-09-13 23:30:00,2024-09-14 10:30:00,-6.5498,11.5925,4.0103
3080,2024-09-14 01:30:00,2024-09-14 12:30:00,2.776,6.4122,3.1331
3081,2024-09-14 03:30:00,2024-09-14 22:30:00,1.5848,2.4433,3.9111
3082,2024-09-14 05:30:00,2024-09-14 12:30:00,-0.6384,3.315,2.3009
3083,2024-09-14 07:30:00,2024-09-14 13:30:00,0.3127,1.4504,1.3153
3084,2024-09-14 09:30:00,2024-09-14 17:30:00,-3.0954,6.5392,5.3627
3085,2024-09-14 11:30:00,2024-09-14 20:30:00,3.5507,3.1707,4.3291
3086,2024-09-14 13:30:00,2024-09-14 18:30:00,0.2827,5.9775,7.4566
3087,2024-09-14 15:30:00,2024-09-14 20:30:00,1.3322,3.6661,5.7047
3088,2024-09-14 17:30:00,2024-09-14 23:30:00,2.2857,1.2965,4.6901
3089,2024-09-14 19:30:00,2024-09-15 06:30:00,-5.2729,8.2905,6.2882
3090,2024-09-14 21:30:00,2024-09-15 05:30:00,-3.9714,5.8926,0.6709
3091,2024-09-14 23:30:00,2024-09-15 09:30:00,-10.5497,11.3672,1.5224
3092,2024-09-15 01:30:00,2024-09-15 18:30:00,3.3237,1.8981,4.1146
3093,2024-09-15 03:30:00,2024-09-15 09:30:00,-5.5611,9.98,0.0513
3094,2024-09-15 05:30:00,2024-09-16 02:30:00,1.1628,0.2708,3.8967
3095,2024-09-15 07:30:00,2024-09-16 01:30:00,2.3549,3.2647,4.2412
3096,2024-09-15 09:30:00,2024-09-15 14:30:00,3.5118,4.5697,5.1789
3097,2024-09-15 11:30:00,2024-09-15 19:30:00,-5.5201,8.897,3.548
3098,2024-09-15 13:30:00,2024-09-15 18:30:00,0.1742,1.6524,1.5289
3099,2024-09-15 15:30:00,2024-09-15 22:30:00,8.8514,0.7437,9.852
3100,2024-09-15 17:30:00,2024-09-16 02:30:00,9.0716,1.6597,14.1621
3101,2024-09-15 19:30:00,2024-09-15 23:30:00,5.4366,5.6468,9.6274
3102,2024-09-15 21:30:00,2024-09-15 22:30:00,2.1875,2.8441,3.311
3103,2024-09-15 23:30:00,2024-09-16 10:30:00,-4.5255,7.2175,1.8823
3104,2024-09-16 01:30:00,2024-09-16 18:30:00,4.0931,0.1167,4.9489
3105,2024-09-16 03:30:00,2024-09-16 10:30:00,-0.2901,2.2102,3.6358
3106,2024-09-16 05:30:00,2024-09-17 01:30:00,3.3026,0.5111,6.1294
3107,2024-09-16 07:30:00,2024-09-16 16:30:00,-2.6642,6.5927,4.3702
3108,2024-09-16 09:30:00,2024-09-17 06:30:00,-0.3647,5.6312,1.0215
3109,2024-09-16 11:30:00,2024-09-16 17:30:00,1.3207,2.8363,2.0949
3110,2024-09-16 13:30:00,2024-09-17 02:30:00,1.7314,3.6813,6.4879
3111,2024-09-16 15:30:00,2024-09-17 09:30:00,2.9686,2.8163,3.3083
3112,2024-09-16 17:30:00,2024-09-16 19:30:00,-2.396,4.4245,2.5596
3113,2024-09-16 19:30:00,2024-09-17 17:30:00,-6.2164,8.0971,2.6498
3114,2024-09-16 21:30:00,2024-09-17 06:30:00,8.6239,1.084,8.9145
3115,2024-09-16 23:30:00,2024-09-17 11:30:00,12.9463,2.0528,17.9745
3116,2024-09-17 01:30:00,2024-09-17 16:30:00,2.7371,1.5545,2.8859
3117,2024-09-17 03:30:00,2024-09-17 18:30:00,-6.12,8.8168,4.4435
3118,2024-09-17 05:30:00,2024-09-17 06:30:00,-3.366,5.7138,4.9931
3119,2024-09-17 07:30:00,2024-09-18 03:30:00,3.0456,2.2178,3.3674
3120,2024-09-17 09:30:00,2024-09-18 00:30:00,7.2056,0.6256,8.6915
3121,2024-09-17 11:30:00,2024-09-18 10:30:00,-5.5645,6.7721,7.2276
3122,2024-09-17 13:30:00,2024-09-18 00:30:00,-0.1217,0.2456,1.5072
3123,2024-09-17 15:30:00,2024-09-18 06:30:00,1.4797,1.3614,5.4926
3124,2024-09-17 17:30:00,2024-09-18 04:30:00,4.8229,3.82,9.9937
3125,2024-09-17 19:30:00,2024-09-18 16:30:00,-1.218,2.714,0.1645
3126,2024-09-17 21:30:00,2024-09-18 17:30:00,-7.3191,11.7647,0.8794
3127,2024-09-17 23:30:00,2024-09-18 20:30:00,3.606,0.6695,6.0309
3128,2024-09-18 01:30:00,2024-09-18 13:30:00,6.124,0.7829,8.5684
3129,2024-09-18 03:30:00,2024-09-18 22:30:00,0.087,7.6201,0.7217
3130,2024-09-18 05:30:00,2024-09-18 14:30:00,2.5262,2.8692,8.3545
3131,2024-09-18 07:30:00,2024-09-18 18:30:00,-1.8725,7.7259,3.568
3132,2024-09-18 09:30:00,2024-09-19 03:30:00,-3.7289,10.6924,1.5297
3133,2024-09-18 11:30:00,2024-09-18 13:30:00,5.6321,4.2975,7.9713
3134,2024-09-18 13:30:00,2024-09-19 06:30:00,2.4375,1.0086,6.1802
3135,2024-09-18 15:30:00,2024-09-18 16:30:00,2.9518,6.2807,7.2691
3136,2024-09-18 17:30:00,2024-09-19 07:30:00,8.0106,1.0347,8.3413
3137,2024-09-18 19:30:00,2024-09-19 06:30:00,-4.7742,4.8916,6.6042
3138,2024-09-18 21:30:00,2024-09-19 08:30:00,-2.2601,3.0953,5.949
3139,2024-09-18 23:30:00,2024-09-19 11:30:00,1.2897,0.2894,5.3214
3140,2024-09-19 01:30:00,2024-09-19 13:30:00,-2.3216,3.1614,0.5289
3141,2024-09-19 03:30:00,2024-09-19 13:30:00,4.4157,5.33,5.4764
